,GEOG,2020_POP,TOT_POP,POP_HH,WHITE,HISP,BLACK,ASIAN,OTHER,IN_LBFRC,EMP,UNEMP,NOT_IN_LBF,TOT_WRKR16,WORK_AT_HO,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VE,POP_25OV,LT_HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100,INC_100_15,INC_GT_150,MEDINC,INCPERCAP,CASHRENT_H,RENT_LT500,RENT_500_9,RENT_1000_,RENT_1500_,RENT_GT250,MED_RENT,geometry,perc_comm_transit,perc_noveh,num_stops,num_routes
0,DOUGLAS,20291.0,21278.0,18948.0,2411.0,1241.0,13688.0,2971.0,967.0,10315.0,8780.0,1535.0,8042.0,8387.0,1089.0,7298.0,3339.0,438.0,2324.0,775.0,422.0,231050.0,4529.0,4496.0,1147.0,160.0,14466.0,1475.0,3425.0,906.0,3274.0,2883.0,3867.0,1932.0,1977.0,859.0,954.0,743.0,38119.27,30677.71,8195.0,1906.0,1617.0,3077.0,1530.0,65.0,1081.84,"POLYGON ((449429.81254229264 4632712.181699362, 449429.13472817035 4632708.755144496, 449428.05085503287 4632700.770019722, 449427.4507205232 4632692.731706971, 449427.32439073164 4632685.968905156, 449428.68761167896 4632661.804848447, 449435.10441222327 4632656.876399548, 449440.52593602566 4632647.03719333, 449443.90088450105 4632640.016936036, 449447.92917285586 4632630.199361503, 449449.1818057291 4632621.121682617, 449451.84933617007 4632613.415607949, 449453.0587077319 4632601.551488187, 449456.32550125115 4632587.565022406, 449459.451663314 4632564.522509906, 449463.53406149585 4632558.188040668, 449467.5623518125 4632548.370467574, 449474.97637778055 4632532.229272548, 449483.81611631607 4632518.156285161, 449490.5660174699 4632504.115774763, 449500.72328522435 4632485.144848729, 449508.13734374393 4632469.003655981, 449516.9662383902 4632454.234069358, 449521.0270068464 4632446.506336393, 449520.81070215185 4632432.573981435, 449522.54366785655 4632409.553073797, 449524.3198660213 4632389.318698761, 449524.0711179305 4632373.296475454, 449523.8440002258 4632358.667457153, 449523.63851368625 4632345.431704791, 449526.2086833266 4632331.456059322, 449530.84709238063 4632316.0547638135, 449534.15715594706 4632304.8547745235, 449543.6610595737 4632288.681142345, 449549.9729692096 4632274.911751633, 449556.55702101835 4632261.128446371, 449560.4997926364 4632252.449875034, 449605.71786768833 4632264.019206716, 449631.0250738135 4632252.069608005, 449628.03634030954 4632245.657856446, 449604.7522679947 4632256.556304115, 449562.67148125614 4632246.054298771, 449565.93595755985 4632241.268499331, 449567.4788698196 4632236.655844359, 449568.20126443164 4632233.925439414, 449567.9041923788 4632231.210800539, 449567.6790559095 4632230.7449676255, 449566.76283168973 4632228.849213498, 449569.76933450165 4632219.990706482, 449575.061090932 4632201.792129101, 449586.07922546315 4632151.376460369, 449595.57489086234 4632135.810267271, 449603.0355699261 4632129.600035169, 449608.2881307282 4632126.410389417, 449611.42522969196 4632124.350573261, 449617.6384970575 4632120.231795555, 449623.1853588412 4632116.367169164, 449628.11997059494 4632112.329246881, 449631.36284655915 4632109.231683678, 449634.78091268 4632105.643881065, 449637.7763501196 4632102.306414693, 449643.69006302627 4632094.596605366, 449645.3314572431 4632092.429346156, 449647.3330205911 4632089.786527641, 449648.70692750183 4632087.997768184, 449672.845041308 4632037.887742445, 449674.1587144115 4632038.272441877, 449793.19221417006 4632073.1292183995, 449829.55515000405 4632141.943857213, 449829.9777404598 4632169.1645845985, 449837.4413599462 4632169.250408052, 449836.36378109246 4632138.812908917, 449796.68390561827 4632064.2009319, 449674.54703942244 4632028.577329232, 449674.4443079706 4632025.222110787, 449674.95219408616 4632016.126931327, 449676.0082944601 4632000.532333821, 449677.06436502887 4631984.937736884, 449678.7794663707 4631969.982021285, 449676.5203622767 4631949.895196332, 449676.836843305 4631928.47025513, 449677.80228079145 4631907.0352091845, 449678.8180900286 4631888.844880832, 449683.0281863398 4631867.359465747, 449686.51884200535 4631841.341618032, 449691.34767557075 4631817.899354214, 449693.47386670765 4631808.7962702215, 449696.8254352795 4631794.446986909, 449703.08311143855 4631779.420725806, 449712.4947806024 4631758.50367895, 449723.8935508009 4631740.152112594, 449740.94134032726 4631709.380185369, 449758.7388231035 4631685.087529252, 449781.03854774893 4631658.128569107, 449795.70215543185 4631641.024613365, 449802.70949566644 4631632.477596531, 449803.695067182 4631612.340470259, 449787.7378308816 4631587.922656488, 449762.78615346685 4631569.4863158595, 449765.75885757484 4631551.914667258, 449769.908532981 4631526.535680475, 449775.98486896814 4631499.82859385, 449786.0354345055 4631478.252559844, 449795.49751483055 4631460.580180627, 449801.8256851187 4631450.096496247, 449811.39854099276 4631439.5624156995, 449818.4361060322 4631432.962269429, 449828.71832630987 4631426.311757938, 449841.59630708507 4631419.620953925, 449854.504506458 4631414.876925108, 449868.1119961343 4631413.367509004, 449879.79282667814 4631413.186192597, 449890.1556612125 4631411.727172457, 449901.11705402914 4631407.013363897, 449911.40934539423 4631401.0117794275, 449919.7145699496 4631392.44468448, 449929.26727852394 4631380.612759255, 449937.4818451797 4631366.205220454, 449946.99423124257 4631351.777537045, 449954.5396977449 4631336.082223441, 449954.3785296384 4631325.699244913, 449952.12956661195 4631306.26141659, 449949.17118149763 4631282.94005234, 449949.0301608221 4631273.854953603, 449951.38417178503 4631258.240224269, 449951.79131731554 4631242.655684115, 449953.2999472277 4631228.848900193, 449946.01570071216 4631228.895416166, 449933.3602512757 4631225.285340352, 449693.7292930528 4631215.9853667095, 449675.8810180387 4631215.988648582, 449663.1970242506 4631216.673049443, 449621.7231340989 4631216.372149044, 449608.0123447134 4631216.47069859, 449579.21976822044 4631216.689078318, 449556.2557020541 4631215.0877078725, 449490.17118859227 4631214.687753447, 449428.14285426 4631214.312323383, 449398.0246719079 4631214.130035152, 449295.24734075466 4631213.5079349885, 449263.62009860657 4631057.138536148, 449262.8540580803 4631053.920403125, 449261.97983112995 4631050.603391983, 449256.6229953296 4631025.873256192, 449239.959637936 4630948.58695801, 449239.9181356806 4630948.394593046, 449238.36024160456 4630941.168772794, 449238.27246415464 4630940.761202063, 449235.26878852345 4630926.830201359, 449227.80706950923 4630892.222106247, 449227.68212848867 4630891.642549835, 449222.21383230336 4630866.279958043, 449218.68455361447 4630849.910858807, 449209.87963037676 4630808.852804715, 449204.4476570922 4630783.523257356, 449191.5496776462 4630723.498737834, 449187.5201586316 4630704.399375935, 449182.2249077293 4630679.300722439, 449172.8312743755 4630635.536475018, 449166.8210369958 4630607.801180539, 449155.85115223343 4630556.768029669, 449145.91346953734 4630509.963321027, 449128.23949179996 4630426.721872063, 449124.1525040064 4630404.702021751, 449086.6446781018 4630404.300166404, 448979.6545900871 4630403.31143054, 448914.5632614626 4630402.710582435, 448887.3966486636 4630402.459930316, 448834.7061203981 4630401.9737506285, 448782.9549787752 4630401.295461938, 448760.98379476566 4630401.005558418, 448739.2457064061 4630400.7187105995, 448701.75120917 4630400.223981393, 448681.8378331266 4630400.040788355, 448659.85849740985 4630399.838617951, 448631.872095076 4630399.581185877, 448606.0890979605 4630399.344010789, 448579.85510465247 4630399.102316573, 448512.53288565023 4630398.4820614485, 448478.71326415474 4630398.170478111, 448432.3709413318 4630397.743526713, 448378.4961078386 4630397.229406892, 448326.3492847306 4630396.731799614, 448316.66993563453 4630396.638762803, 448311.56816258206 4630396.589714912, 448250.1949873295 4630395.999810302, 448157.08559230337 4630395.104838585, 448152.64564598066 4630395.093573569, 448140.76004211255 4630394.995590073, 448110.9942903879 4630394.780154161, 448098.5820418749 4630394.69031353, 448069.7433164573 4630394.29685556, 448046.6049824807 4630394.040421801, 448034.50660757296 4630393.9357759645, 448019.87743532314 4630393.809250084, 448006.5648356187 4630393.653210656, 447978.1408495826 4630393.308317686, 447962.37817752885 4630393.117047918, 447931.22819122055 4630393.0215190025, 447911.4729420797 4630392.810090772, 447880.8676824018 4630392.381611051, 447869.1502862597 4630392.217573878, 447841.3150811179 4630391.692746948, 447821.6339657652 4630391.544159216, 447795.7739533054 4630391.451212686, 447783.53265263914 4630391.407199559, 447766.6824717537 4630391.269983138, 447763.2952763242 4630566.487570178, 447762.88595193863 4630588.100824084, 447762.390997391 4630614.245197787, 447762.04651485843 4630636.028911669, 447759.36519408034 4630796.444878475, 447760.5827695037 4630806.768160947, 447763.19425507763 4630816.390343069, 447768.18780006457 4630824.384882344, 447772.63886418706 4630830.6113212705, 447773.6747174612 4630835.114247404, 447773.0521075204 4630854.68391343, 447772.82194564916 4630874.015870363, 447772.6068393771 4630899.02764291, 447772.4148128142 4630924.1578982575, 447772.27528191777 4630942.4554464845, 447772.19270587503 4630952.892274527, 447772.10244466446 4630964.30048768, 447771.8036709149 4630990.011338361, 447771.6481526406 4631002.890840398, 447771.47702203016 4631017.063391574, 447771.1167639111 4631047.254586734, 447770.7212662667 4631080.6702709, 447770.37155737984 4631110.166540036, 447770.0934829295 4631133.8689624155, 447769.7479129689 4631164.020316393, 447769.55052737665 4631185.268487187, 447770.328717732 4631201.052017263, 447757.9325150292 4631200.911096644, 447749.6315630088 4631200.816735762, 447738.0847859155 4631200.871333411, 447730.3762290007 4631200.907765964, 447725.9177034931 4631200.928825071, 447723.3787763778 4631200.940839759, 447723.0807954031 4631210.800154812, 447722.14289637667 4631287.794655871, 447720.73838304786 4631400.982015644, 447720.48077037587 4631423.649659272, 447720.2136637207 4631449.478620354, 447719.90204470465 4631479.612936482, 447719.05476921913 4631555.082431194, 447719.0479974288 4631555.572740116, 447718.48228372226 4631596.723750764, 447718.3847445701 4631605.439691085, 447718.37077217456 4631606.687128829, 447718.0901913949 4631627.583820012, 447718.07024428813 4631629.068636328, 447716.8351465439 4631738.444395907, 447716.228469168 4631782.041303327, 447714.94470063737 4631874.30286024, 447713.99940916384 4631933.520974144, 447712.7629622569 4632010.979879505, 447712.6462561304 4632020.680547822, 447711.6152530924 4632103.610781479, 447711.35893416574 4632124.2292837845, 447711.0583713363 4632149.030609215, 447710.6533825153 4632181.832407522, 447709.8983433987 4632241.150383157, 447709.1460289954 4632299.502871054, 447708.4813300627 4632351.062175714, 447707.5083422869 4632393.890509619, 447707.31759734306 4632407.339902335, 447707.2024325078 4632415.461028602, 447707.0328272736 4632427.418181653, 447706.5183052167 4632463.092697256, 447706.13443841675 4632512.950928909, 447704.902995849 4632574.950195544, 447704.46522347047 4632621.335451203, 447703.69776336034 4632678.35133805, 447703.5829686579 4632686.193670092, 447702.7801637913 4632736.545960373, 447701.82712449547 4632804.696260725, 447701.6834848626 4632819.284668929, 447701.68349290447 4632819.285186827, 447716.48072823504 4632819.252350241, 447743.1668623347 4632819.893777128, 447767.86349494866 4632820.106697032, 447804.49393549934 4632820.422532967, 447826.6063369655 4632820.740451354, 447854.6697057362 4632821.046144783, 447871.7034386357 4632821.231714545, 447893.7399300661 4632821.371026332, 447928.20888120006 4632821.500139475, 447951.13388690725 4632821.930833129, 447967.81703947356 4632822.244282533, 447999.6073868708 4632822.841531776, 448008.9456521638 4632822.976397574, 448014.96912757604 4632823.063360718, 448015.74874641676 4632823.074628116, 448018.9761222008 4632823.121236916, 448019.95199439314 4632823.135338312, 448022.3842072328 4632823.170463977, 448047.7432122308 4632823.575097845, 448069.2029927881 4632823.860487485, 448086.8722462802 4632824.105330451, 448131.114121045 4632824.718412001, 448158.38260218507 4632825.043606964, 448182.64804940554 4632825.283423301, 448190.37087143457 4632825.363625583, 448227.1839907668 4632825.825387628, 448247.4673956727 4632826.079798835, 448351.60228023794 4632827.3864144925, 448489.13278510637 4632829.11098042, 448501.6480853502 4632829.267944032, 448623.40359882225 4632830.944021367, 448708.4538091452 4632832.114825146, 448722.43760416727 4632831.674987533, 448753.349612577 4632825.343595735, 448760.7004813431 4632823.83799165, 448784.679307946 4632822.49058455, 448806.24163978256 4632822.320348226, 448809.804611071 4632822.173612314, 448811.73128783907 4632822.033998956, 448813.65458942886 4632821.67503991, 448815.40644575644 4632820.87385221, 448817.4205775029 4632819.297651814, 448819.25820285175 4632816.953251424, 448821.42103392154 4632814.1619584225, 448823.03539936774 4632811.763127776, 448824.68443594594 4632809.049897681, 448839.2550704418 4632776.206487964, 448841.0359524862 4632772.756836967, 448842.7039109814 4632770.280994648, 448844.45079925336 4632768.172637527, 448846.7208755168 4632766.208517064, 448849.14714780345 4632764.683814831, 448852.389918936 4632763.149482679, 448854.59652415634 4632761.999979398, 448857.7723567542 4632761.060859217, 448859.99471479794 4632760.727729272, 448863.8625545491 4632760.594543689, 448934.3708408901 4632761.721222208, 448944.33001391846 4632761.989849286, 448943.7035544119 4632768.243582426, 449026.73079088517 4632767.678190827, 449068.2060709357 4632767.377014769, 449159.53547043074 4632766.720841945, 449198.71348846745 4632772.968951429, 449227.6981814939 4632777.320815325, 449241.83515739226 4632777.255051748, 449265.74778583006 4632777.07264292, 449282.8508368748 4632776.951990398, 449408.2423104155 4632776.067319113, 449407.9260728073 4632770.65444572, 449410.6075929454 4632763.490429897, 449429.81254229264 4632712.181699362))",31.844340915319265,21.284895196917002,104,7
1,OAKLAND,6799.0,7413.0,7413.0,286.0,363.0,6580.0,69.0,115.0,3751.0,2859.0,892.0,1729.0,2739.0,446.0,2293.0,1481.0,160.0,523.0,79.0,50.0,67625.0,1238.0,1434.0,517.0,206.0,4598.0,394.0,1023.0,421.0,1046.0,756.0,1582.0,578.0,368.0,184.0,318.0,365.0,29583.33,30524.48,2480.0,754.0,825.0,696.0,149.0,56.0,846.5,"POLYGON ((450818.8986276183 4629619.879312754, 450806.0095940862 4629620.274888747, 450591.4198370884 4629622.707585173, 450560.72119478753 4629623.152998021, 450502.665928677 4629611.383946827, 450493.37246040546 4629611.413890442, 450483.3180013646 4629611.493732617, 450478.633527577 4629611.528334936, 450466.0760559649 4629609.85679894, 450460.8620737216 4629619.955316721, 450432.56684383086 4629622.271426645, 450426.04858178145 4629622.4458597405, 450373.95274963253 4629622.03801452, 450330.1085868083 4629621.694826005, 450317.02820594853 4629621.5858936515, 450288.6310975478 4629621.35117347, 450259.99141504965 4629621.042757991, 450241.1023354666 4629620.839364712, 450215.5651114364 4629620.301376802, 450201.12240773794 4629619.997112427, 450164.3645050379 4629620.016792242, 450141.96453467227 4629620.007044507, 450114.78396449017 4629619.724802387, 450087.61229171103 4629619.442665883, 450068.1332310397 4629619.348801612, 450050.65415413486 4629619.321412125, 450035.7956391655 4629619.292970997, 450013.3065924809 4629618.931771712, 449985.5228367686 4629618.48550437, 449960.8875829285 4629618.3710643975, 449952.6008722819 4629618.3467775285, 449938.26427688764 4629618.304691404, 449913.6740857634 4629618.146921928, 449898.92710786994 4629618.044866691, 449890.9944915116 4629617.989976246, 449866.45823516755 4629617.773473169, 449829.5745099587 4629617.471036138, 449809.4137376371 4629617.305719672, 449790.1833332778 4629617.118927017, 449763.61858941906 4629616.859305899, 449740.78049876995 4629616.6216616, 449722.0446093839 4629616.510840373, 449705.8046865072 4629616.414796177, 449700.07898092683 4629616.412230088, 449683.79164787894 4629616.402913195, 449671.90533448313 4629616.334505276, 449664.1567430213 4629616.284194146, 449658.4213109703 4629616.242013166, 449640.7251976192 4629615.977263055, 449609.9173916226 4629615.480440962, 449609.81383584475 4629644.9938553525, 449609.5868988126 4629668.466822885, 449609.3743124141 4629692.469778596, 449609.0747070631 4629712.534100423, 449608.99989128555 4629717.542919633, 449608.887148218 4629725.091397252, 449608.57004490617 4629740.984359118, 449608.10894007457 4629764.092250952, 449608.0122760905 4629781.621179567, 449607.93315447815 4629795.962476752, 449607.85698353034 4629815.864390219, 449607.76918192336 4629838.80849256, 449607.8997074771 4629862.631946935, 449607.980493921 4629866.985613288, 449607.5630213091 4629896.511761631, 449607.14995595993 4629911.257118242, 449606.7992214781 4629921.738551719, 449606.79919763206 4629921.738978695, 449604.94571608567 4629977.127632547, 449604.7012471983 4629999.192645428, 449604.5625955438 4630011.710027439, 449604.4332506353 4630023.385844839, 449603.85655162914 4630075.444037066, 449603.69554198236 4630089.978334679, 449603.2255357838 4630136.165711942, 449602.65049276076 4630192.678716702, 449602.5568460797 4630205.417418736, 449602.3136161186 4630238.513662699, 449602.3293112123 4630272.263898333, 449602.35190608667 4630320.799565547, 449637.5062174894 4630336.13760755, 449601.8264916333 4630409.527899339, 449601.2808279446 4630409.348996303, 449598.25302368426 4630409.027277432, 449588.9046762532 4630408.8585016215, 449564.0877136262 4630408.030875085, 449480.16873940156 4630407.285570458, 449376.4061133975 4630406.519138058, 449355.2856002193 4630406.381191667, 449164.70235606004 4630405.136440793, 449124.1525040064 4630404.702021751, 449128.23949179996 4630426.721872063, 449145.91346953734 4630509.963321027, 449155.85115223343 4630556.768029669, 449166.8210369958 4630607.801180539, 449172.8312743755 4630635.536475018, 449182.2249077293 4630679.300722439, 449187.5201586316 4630704.399375935, 449191.5496776462 4630723.498737834, 449204.4476570922 4630783.523257356, 449209.87963037676 4630808.852804715, 449218.68455361447 4630849.910858807, 449222.21383230336 4630866.279958043, 449227.68212848867 4630891.642549835, 449227.80706950923 4630892.222106247, 449235.26878852345 4630926.830201359, 449238.27246415464 4630940.761202063, 449238.36024160456 4630941.168772794, 449239.9181356806 4630948.394593046, 449239.959637936 4630948.58695801, 449256.6229953296 4631025.873256192, 449261.97983112995 4631050.603391983, 449262.8540580803 4631053.920403125, 449263.62009860657 4631057.138536148, 449295.24734075466 4631213.5079349885, 449398.0246719079 4631214.130035152, 449428.14285426 4631214.312323383, 449490.17118859227 4631214.687753447, 449556.2557020541 4631215.0877078725, 449579.21976822044 4631216.689078318, 449608.0123447134 4631216.47069859, 449621.7231340989 4631216.372149044, 449663.1970242506 4631216.673049443, 449675.8810180387 4631215.988648582, 449693.7292930528 4631215.9853667095, 449933.3602512757 4631225.285340352, 449946.01570071216 4631228.895416166, 449953.2999472277 4631228.848900193, 449953.4964048503 4631227.051027756, 449956.5295608377 4631213.373030969, 449962.6663527811 4631190.55957254, 449970.1513891063 4631170.970623337, 449978.97459717136 4631153.9572891425, 449991.6712698104 4631135.5856705755, 450004.39816027734 4631119.160827224, 450017.1351239239 4631103.3849401055, 450034.35418561584 4631083.6449378515, 450041.34138986195 4631073.800118592, 450053.99774354266 4631052.832747233, 450059.7851643317 4631042.468632024, 450074.83848831005 4631015.511047313, 450094.4316877242 4630981.454180387, 450109.90330465295 4630955.125019731, 450120.9919812969 4630936.254622784, 450151.3249888995 4630883.20742444, 450162.1755869002 4630871.355375531, 450170.380096648 4630856.298963514, 450178.0061562405 4630845.7951254845, 450190.16470570536 4630834.571858503, 450209.9895730916 4630815.440514394, 450225.9812966294 4630800.263210594, 450240.68521348725 4630785.755007007, 450255.41934583324 4630773.193577214, 450268.8656714672 4630761.30124718, 450282.94077708246 4630748.100967438, 450294.4806176651 4630738.834581558, 450306.6592790615 4630728.909139925, 450319.4868967701 4630718.973748593, 450334.1605969463 4630702.518718819, 450345.0313386667 4630691.964529268, 450353.286210887 4630680.152809906, 450360.89209739916 4630668.351102748, 450370.33405872935 4630649.380954767, 450375.31403462356 4630635.672732732, 450378.31696288043 4630620.047924286, 450380.71125537 4630607.028974988, 450383.0451477744 4630590.116359626, 450382.8034284688 4630574.541970731, 450380.6048349929 4630558.348811748, 450377.7673596644 4630542.814678939, 450374.3011342421 4630528.588464829, 450370.7945928969 4630511.76652443, 450367.2175819461 4630490.402023754, 450364.31968108856 4630470.974315296, 450365.86362578656 4630444.986713751, 450366.9298618924 4630430.041074702, 450369.24358967744 4630411.830612351, 450375.3401391308 4630386.421466891, 450377.1157293171 4630375.359362208, 450382.6640999937 4630356.449619814, 450387.00520373386 4630343.400428305, 450393.1319711846 4630319.938087627, 450393.81613006385 4630309.247492498, 450396.1672700155 4630303.665101909, 450397.89490748686 4630297.178324644, 450398.4531348936 4630293.8786740815, 450399.57999220147 4630287.949652547, 450399.84681307373 4630285.507735483, 450400.25573112734 4630280.443097502, 450400.49894334347 4630276.477986275, 450400.403973779 4630274.285519529, 450400.3420992268 4630274.225536148, 450399.85372143646 4630274.172141398, 450399.84712435456 4630274.173127463, 450398.45519195683 4630274.376676758, 450397.48883875256 4630274.940166822, 450395.8721242016 4630276.793566643, 450393.6012664439 4630279.693190839, 450392.81199568446 4630279.888240371, 450392.80960973137 4630279.8856872935, 450392.2542100502 4630279.287490959, 450391.9849628879 4630277.646160704, 450392.311767216 4630275.142369041, 450394.02008148463 4630271.337381543, 450393.55764697347 4630269.028730328, 450393.6577560009 4630267.625442438, 450396.9148248052 4630265.44186705, 450398.9570965915 4630263.520919235, 450399.9017018705 4630261.556093435, 450400.15433965216 4630258.200272355, 450398.98061391106 4630257.1824155245, 450397.9192907546 4630255.553408315, 450398.2059695311 4630254.391030035, 450403.9930629341 4630253.902585381, 450404.40048646514 4630253.868228333, 450404.381576723 4630252.6497708745, 450404.22567738924 4630250.458188799, 450403.5965295805 4630249.188075397, 450404.4639187179 4630248.6958103245, 450410.0000643786 4630245.553934798, 450410.6219143613 4630244.386415855, 450411.24370294303 4630243.218867399, 450412.0734489532 4630237.781914927, 450412.8271691845 4630231.371166011, 450415.736066658 4630226.38961754, 450416.9503915007 4630222.165691432, 450417.1042762176 4630216.37356617, 450418.728968692 4630211.10726012, 450420.0924814104 4630208.648353843, 450421.6387810279 4630206.1866108645, 450423.49552076904 4630204.085711921, 450426.0624831247 4630200.6330003785, 450431.2138724334 4630190.923990563, 450432.3837853462 4630183.83634217, 450433.50730322744 4630181.624904689, 450434.7043548708 4630180.216873443, 450437.75666927587 4630176.622584375, 450441.228140496 4630172.546369101, 450446.7362422307 4630166.183724046, 450450.0433369649 4630159.367687895, 450454.06446725834 4630151.443554804, 450457.6398317454 4630146.2078595655, 450462.88908885646 4630138.874134143, 450468.1897579777 4630130.930144297, 450472.84674435784 4630124.702504698, 450476.0163786774 4630120.813896833, 450477.09324357397 4630119.517399191, 450485.86030476424 4630111.092979047, 450489.9461773392 4630103.411617042, 450493.3103581669 4630096.350891388, 450497.354304967 4630089.8890833175, 450504.66935474705 4630074.29588095, 450507.01564792485 4630068.408850721, 450510.5245026867 4630062.808557961, 450513.83531812514 4630056.236118816, 450516.88064216427 4630048.266248988, 450518.84635511093 4630041.4100273615, 450520.58534315554 4630035.654400898, 450522.42219550675 4630032.273935057, 450526.2137655777 4630025.267582702, 450527.4946626759 4630021.408195763, 450527.4894350443 4630017.142284476, 450526.9670170039 4630014.895386426, 450525.90755733184 4630013.388328853, 450524.4693445007 4630011.033755545, 450525.66333935363 4630009.430692122, 450527.93609043316 4630006.652989474, 450528.8561422204 4630003.103951047, 450531.4079489808 4629998.676531586, 450539.9543718682 4629987.817734005, 450544.22876784636 4629980.4991410915, 450575.08890004194 4629941.808588633, 450591.97943035205 4629937.874162352, 450602.30477203755 4629934.253428098, 450610.5013619743 4629932.828526285, 450616.0562242193 4629928.416698246, 450620.2801404621 4629921.862697103, 450625.79473559797 4629914.8560890285, 450630.8902799079 4629908.721139566, 450640.2567485118 4629899.0593821285, 450647.9537534312 4629893.316609728, 450655.64407790796 4629887.141394052, 450663.7332898215 4629878.797161252, 450674.42396208324 4629870.845105551, 450683.81056437886 4629862.4807706475, 450691.9131978093 4629855.001425032, 450696.5897212381 4629849.738104745, 450700.3946169842 4629844.055733177, 450704.16592750367 4629836.211086342, 450709.68723422574 4629829.636954604, 450715.23538495565 4629824.792655881, 450721.22271984606 4629820.374089046, 450728.5140947832 4629816.367863538, 450737.9610954712 4629811.89563963, 450745.2457898923 4629807.456971057, 450753.3954005439 4629803.004880721, 450760.65996164037 4629797.268822826, 450767.91110077064 4629790.667848867, 450776.0204449629 4629783.620979916, 450781.54175152746 4629777.046850256, 450785.7522471449 4629769.627968041, 450790.3683715896 4629760.472481445, 450795.437102978 4629752.607703968, 450800.05990839074 4629743.884691639, 450803.8245393392 4629735.607574171, 450808.0014809012 4629726.026387173, 450812.5907631546 4629715.14109979, 450816.30170732574 4629703.404287745, 450817.0256955138 4629694.309231016, 450817.66244295356 4629679.592203988, 450817.3269015242 4629657.969238789, 450817.91667521256 4629640.225020483, 450818.6865652858 4629624.27343529, 450818.8986276183 4629619.879312754))",22.808547754034016,16.700391204640496,25,3
